Sentence #,Word,Tag
Sentence: 108,Ou,O
,se,O
,trouve,O
,Toulouse,B-geoE
Sentence: 109,Ou,O
,se,O
,trouve,O
,Allonnes,B-geoE
Sentence: 110,Ou,O
,se,O
,trouve,O
,Madrid,B-geoE
Sentence: 111,Ou,O
,se,O
,trouve,O
,Ajaccio,B-geoE
Sentence: 112,Ou,O
,se,O
,trouve,O
,Albi,B-geoE
Sentence: 113,Ou,O
,se,O
,trouve,O
,Sydney,B-geoE
Sentence: 114,Ou,O
,se,O
,trouve,O
,Villeneuve-Saint-Georges,B-geoE
Sentence: 115,Ou,O
,se,O
,trouve,O
,Madrid,B-geoE
Sentence: 116,Ou,O
,se,O
,trouve,O
,Saint-Denis,B-geoE
Sentence: 117,Ou,O
,se,O
,trouve,O
,Béziers,B-geoE
Sentence: 118,Ou,O
,se,O
,trouve,O
,Toronto,B-geoE
Sentence: 119,Ou,O
,se,O
,trouve,O
,Béthune,B-geoE
Sentence: 120,Ou,O
,se,O
,trouve,O
,Montpellier,B-geoE
Sentence: 121,Ou,O
,se,O
,trouve,O
,Auckland,B-geoE
Sentence: 122,Ou,O
,se,O
,trouve,O
,Limoges,B-geoE
Sentence: 123,Ou,O
,se,O
,trouve,O
,Saint-Maur-des-Fossés,B-geoE
Sentence: 124,Ou,O
,se,O
,trouve,O
,Aulnay-sous-Bois,B-geoE
Sentence: 125,Ou,O
,se,O
,trouve,O
,Mulhouse,B-geoE
Sentence: 126,Ou,O
,se,O
,trouve,O
,Singapour,B-geoE
Sentence: 127,Ou,O
,se,O
,trouve,O
,Istanbul,B-geoE
Sentence: 128,Ou,O
,se,O
,trouve,O
,Haguenau,B-geoE
Sentence: 129,Ou,O
,se,O
,trouve,O
,Nancy,B-geoE
Sentence: 130,Ou,O
,se,O
,trouve,O
,Annemasse,B-geoE
Sentence: 131,Ou,O
,se,O
,trouve,O
,Annecy,B-geoE
Sentence: 132,Ou,O
,se,O
,trouve,O
,Delhi,B-geoE
Sentence: 133,Ou,O
,se,O
,trouve,O
,Nîmes,B-geoE
Sentence: 134,Ou,O
,se,O
,trouve,O
,Oslo,B-geoE
Sentence: 135,Ou,O
,se,O
,trouve,O
,Beziers,B-geoE
Sentence: 136,Ou,O
,se,O
,trouve,O
,Toulon,B-geoE
Sentence: 137,Ou,O
,se,O
,trouve,O
,Angers,B-geoE
Sentence: 138,Ou,O
,se,O
,trouve,O
,Toulon,B-geoE
Sentence: 139,Ou,O
,se,O
,trouve,O
,Antibes,B-geoE
Sentence: 140,Ou,O
,se,O
,trouve,O
,Yerres,B-geoE
Sentence: 141,Ou,O
,se,O
,trouve,O
,Montpellier,B-geoE
Sentence: 142,Ou,O
,se,O
,trouve,O
,Angers,B-geoE
Sentence: 143,Ou,O
,se,O
,trouve,O
,Lille,B-geoE
Sentence: 144,Ou,O
,se,O
,trouve,O
,Madrid,B-geoE
Sentence: 145,Ou,O
,se,O
,trouve,O
,Bangalore,B-geoE
Sentence: 146,Ou,O
,se,O
,trouve,O
,Madrid,B-geoE
Sentence: 147,Ou,O
,se,O
,trouve,O
,Amiens,B-geoE
Sentence: 148,Ou,O
,se,O
,trouve,O
,Asnières-sur-Seine,B-geoE
Sentence: 149,Ou,O
,se,O
,trouve,O
,Autun,B-geoE
Sentence: 150,Ou,O
,se,O
,trouve,O
,Colombes,B-geoE
Sentence: 151,Ou,O
,se,O
,trouve,O
,Dreux,B-geoE
Sentence: 152,Ou,O
,se,O
,trouve,O
,Istres,B-geoE
Sentence: 153,Ou,O
,se,O
,trouve,O
,Haguenau,B-geoE
Sentence: 154,Ou,O
,se,O
,trouve,O
,Asnières-sur-Seine,B-geoE
Sentence: 155,Ou,O
,se,O
,trouve,O
,Annecy,B-geoE
Sentence: 156,Ou,O
,se,O
,trouve,O
,Bagneux,B-geoE
Sentence: 157,Ou,O
,se,O
,trouve,O
,Belfort,B-geoE
Sentence: 158,Ou,O
,se,O
,trouve,O
,Mérignac,B-geoE
Sentence: 159,Ou,O
,se,O
,trouve,O
,Zurich,B-geoE
Sentence: 160,Ou,O
,se,O
,trouve,O
,Ales,B-geoE
Sentence: 161,Ou,O
,se,O
,trouve,O
,Reims,B-geoE
Sentence: 162,Ou,O
,se,O
,trouve,O
,Belfort,B-geoE
Sentence: 163,Ou,O
,se,O
,trouve,O
,Puteaux,B-geoE
Sentence: 164,Ou,O
,se,O
,trouve,O
,Washington,B-geoE
Sentence: 165,Ou,O
,se,O
,trouve,O
,Tourcoing,B-geoE
Sentence: 166,Ou,O
,se,O
,trouve,O
,Blois,B-geoE
Sentence: 167,Ou,O
,se,O
,trouve,O
,Nîmes,B-geoE
Sentence: 168,Ou,O
,se,O
,trouve,O
,Dunkerque,B-geoE
Sentence: 169,Ou,O
,se,O
,trouve,O
,Lille,B-geoE
Sentence: 170,Ou,O
,se,O
,trouve,O
,Wuhan,B-geoE
Sentence: 171,Ou,O
,se,O
,trouve,O
,Valence,B-geoE
Sentence: 172,Ou,O
,se,O
,trouve,O
,Dijon,B-geoE
Sentence: 173,Ou,O
,se,O
,trouve,O
,Marseille,B-geoE
Sentence: 174,Ou,O
,se,O
,trouve,O
,Lyon,B-geoE
Sentence: 175,Ou,O
,se,O
,trouve,O
,Meaux,B-geoE
Sentence: 176,Ou,O
,se,O
,trouve,O
,Beziers,B-geoE
Sentence: 177,Ou,O
,se,O
,trouve,O
,Oslo,B-geoE
Sentence: 178,Ou,O
,se,O
,trouve,O
,Blois,B-geoE
Sentence: 179,Ou,O
,se,O
,trouve,O
,Angoulême,B-geoE
Sentence: 180,Ou,O
,se,O
,trouve,O
,Zurich,B-geoE
Sentence: 181,Ou,O
,se,O
,trouve,O
,Poitiers,B-geoE
Sentence: 182,Ou,O
,se,O
,trouve,O
,Vatican,B-geoE
Sentence: 183,Ou,O
,se,O
,trouve,O
,Arles,B-geoE
Sentence: 184,Ou,O
,se,O
,trouve,O
,Delhi,B-geoE
Sentence: 185,Ou,O
,se,O
,trouve,O
,Toulon,B-geoE
Sentence: 186,Ou,O
,se,O
,trouve,O
,Vannes,B-geoE
Sentence: 187,Ou,O
,se,O
,trouve,O
,Villeurbanne,B-geoE
Sentence: 188,Ou,O
,se,O
,trouve,O
,Sète,B-geoE
Sentence: 189,Ou,O
,se,O
,trouve,O
,Aubervilliers,B-geoE
Sentence: 190,Ou,O
,se,O
,trouve,O
,Villeurbanne,B-geoE
Sentence: 191,Ou,O
,se,O
,trouve,O
,Beauvais,B-geoE
Sentence: 192,Ou,O
,se,O
,trouve,O
,Shanghai,B-geoE
Sentence: 193,Ou,O
,se,O
,trouve,O
,Béthune,B-geoE
Sentence: 194,Ou,O
,se,O
,trouve,O
,Neuilly-sur-Seine,B-geoE
Sentence: 195,Ou,O
,se,O
,trouve,O
,Oslo,B-geoE
Sentence: 196,Ou,O
,se,O
,trouve,O
,Chicago,B-geoE
Sentence: 197,Ou,O
,se,O
,trouve,O
,Villeurbanne,B-geoE
Sentence: 198,Ou,O
,se,O
,trouve,O
,Rome,B-geoE
Sentence: 199,Ou,O
,se,O
,trouve,O
,Strasbourg,B-geoE
Sentence: 200,Hugo,O
,reside,O
,sur,O
,Asnières-sur-Seine,O
Sentence: 201,Hugo,O
,reside,O
,sur,O
,Angoulême,O
Sentence: 202,Hugo,O
,reside,O
,sur,O
,Thonon-les-Bains,O
Sentence: 203,Hugo,O
,reside,O
,sur,O
,Athenes,O
Sentence: 204,Hugo,O
,reside,O
,sur,O
,Lorient,O
Sentence: 205,Hugo,O
,reside,O
,sur,O
,Montpellier,O
Sentence: 206,Hugo,O
,reside,O
,sur,O
,Colombes,O
Sentence: 207,Hugo,O
,reside,O
,sur,O
,Angers,O
Sentence: 208,Hugo,O
,reside,O
,sur,O
,Stockholm,O
Sentence: 209,Hugo,O
,reside,O
,sur,O
,Charleville-Mézières,O
Sentence: 210,Hugo,O
,reside,O
,sur,O
,Delhi,O
Sentence: 211,Hugo,O
,reside,O
,sur,O
,Annemasse,O
Sentence: 212,Hugo,O
,reside,O
,sur,O
,Rennes,O
Sentence: 213,Hugo,O
,reside,O
,sur,O
,Aubervilliers,O
Sentence: 214,Hugo,O
,reside,O
,sur,O
,Nantes,O
Sentence: 215,Hugo,O
,reside,O
,sur,O
,Moulins,O
Sentence: 216,Hugo,O
,reside,O
,sur,O
,Nice,O
Sentence: 217,Hugo,O
,reside,O
,sur,O
,Metz,O
Sentence: 218,Hugo,O
,reside,O
,sur,O
,Grenoble,O
Sentence: 219,Hugo,O
,reside,O
,sur,O
,Angers,O
Sentence: 220,Hugo,O
,reside,O
,sur,O
,Beziers,O
Sentence: 221,Hugo,O
,reside,O
,sur,O
,Amiens,O
Sentence: 222,Hugo,O
,reside,O
,sur,O
,Orléans,O
Sentence: 223,Hugo,O
,reside,O
,sur,O
,Angers,O
Sentence: 224,Hugo,O
,reside,O
,sur,O
,Annecy,O
Sentence: 225,Hugo,O
,reside,O
,sur,O
,Dublin,O
Sentence: 226,Hugo,O
,reside,O
,sur,O
,Bordeaux,O
Sentence: 227,Hugo,O
,reside,O
,sur,O
,Aulnay-sous-Bois,O
Sentence: 228,Hugo,O
,reside,O
,sur,O
,Dijon,O
Sentence: 229,Hugo,O
,reside,O
,sur,O
,Épinay-sur-Seine,O
Sentence: 230,Hugo,O
,reside,O
,sur,O
,Moulins,O
Sentence: 231,Hugo,O
,reside,O
,sur,O
,Saint-Etienne,O
Sentence: 232,Hugo,O
,reside,O
,sur,O
,Grenoble,O
Sentence: 233,Hugo,O
,reside,O
,sur,O
,Issy-les-Moulineaux,O
Sentence: 234,Hugo,O
,reside,O
,sur,O
,Cotonou,O
Sentence: 235,Hugo,O
,reside,O
,sur,O
,Blois,O
Sentence: 236,Hugo,O
,reside,O
,sur,O
,Béthune,O
Sentence: 237,Hugo,O
,reside,O
,sur,O
,Roubaix,O
Sentence: 238,Hugo,O
,reside,O
,sur,O
,Thonon-les-Bains,O
Sentence: 239,Hugo,O
,reside,O
,sur,O
,Avignon,O
Sentence: 240,Hugo,O
,reside,O
,sur,O
,Clermont-Ferrand,O
Sentence: 241,Hugo,O
,reside,O
,sur,O
,Angoulême,O
Sentence: 242,Hugo,O
,reside,O
,sur,O
,Sydney,O
Sentence: 243,Hugo,O
,reside,O
,sur,O
,Jakarta,O
Sentence: 244,Hugo,O
,reside,O
,sur,O
,Bagnolet,O
Sentence: 245,Hugo,O
,reside,O
,sur,O
,Bastia,O
Sentence: 246,Hugo,O
,reside,O
,sur,O
,Annecy,O
Sentence: 247,Hugo,O
,reside,O
,sur,O
,Puteaux,O
Sentence: 248,Hugo,O
,reside,O
,sur,O
,Boulogne-Billancourt,O
Sentence: 249,Hugo,O
,reside,O
,sur,O
,Grenoble,O
Sentence: 250,Hugo,O
,reside,O
,sur,O
,Mérignac,O
Sentence: 251,Hugo,O
,reside,O
,sur,O
,Vatican,O
Sentence: 252,Hugo,O
,reside,O
,sur,O
,Colmar,O
Sentence: 253,Hugo,O
,reside,O
,sur,O
,Grenoble,O
Sentence: 254,Hugo,O
,reside,O
,sur,O
,Vatican,O
Sentence: 255,Hugo,O
,reside,O
,sur,O
,Moulins,O
Sentence: 256,Hugo,O
,reside,O
,sur,O
,Wuhan,O
Sentence: 257,Hugo,O
,reside,O
,sur,O
,Brive-la-Gaillarde,O
Sentence: 258,Hugo,O
,reside,O
,sur,O
,Gagny,O
Sentence: 259,Hugo,O
,reside,O
,sur,O
,Champigny-sur-Marne,O
Sentence: 260,Hugo,O
,reside,O
,sur,O
,Clermont-Ferrand,O
Sentence: 261,Hugo,O
,reside,O
,sur,O
,Saint-Denis,O
Sentence: 262,Hugo,O
,reside,O
,sur,O
,Paris,O
Sentence: 263,Hugo,O
,reside,O
,sur,O
,Villeurbanne,O
Sentence: 264,Hugo,O
,reside,O
,sur,O
,Antibes,O
Sentence: 265,Hugo,O
,reside,O
,sur,O
,Abbeville,O
Sentence: 266,Hugo,O
,reside,O
,sur,O
,Londres,O
Sentence: 267,Hugo,O
,reside,O
,sur,O
,Fréjus,O
Sentence: 268,Hugo,O
,reside,O
,sur,O
,Toulouse,O
Sentence: 269,Hugo,O
,reside,O
,sur,O
,Nantes,O
Sentence: 270,Hugo,O
,reside,O
,sur,O
,Chicago,O
Sentence: 271,Hugo,O
,reside,O
,sur,O
,Beauvais,O
Sentence: 272,Hugo,O
,reside,O
,sur,O
,Yerres,O
Sentence: 273,Hugo,O
,reside,O
,sur,O
,Brest,O
Sentence: 274,Hugo,O
,reside,O
,sur,O
,Yerres,O
Sentence: 275,Hugo,O
,reside,O
,sur,O
,Boulogne-Billancourt,O
Sentence: 276,Hugo,O
,reside,O
,sur,O
,Rome,O
Sentence: 277,Hugo,O
,reside,O
,sur,O
,Meaux,O
Sentence: 278,Hugo,O
,reside,O
,sur,O
,Angoulême,O
Sentence: 279,Hugo,O
,reside,O
,sur,O
,Rennes,O
Sentence: 280,Hugo,O
,reside,O
,sur,O
,Meaux,O
Sentence: 281,Hugo,O
,reside,O
,sur,O
,Toulon,O
Sentence: 282,Hugo,O
,reside,O
,sur,O
,Arles,O
Sentence: 283,Hugo,O
,reside,O
,sur,O
,Clermont-Ferrand,O
Sentence: 284,Hugo,O
,reside,O
,sur,O
,Colmar,O
Sentence: 285,Hugo,O
,reside,O
,sur,O
,Grenoble,O
Sentence: 286,Hugo,O
,reside,O
,sur,O
,Dreux,O
Sentence: 287,Hugo,O
,reside,O
,sur,O
,Orléans,O
Sentence: 288,Hugo,O
,reside,O
,sur,O
,Rouen,O
Sentence: 289,Hugo,O
,reside,O
,sur,O
,Argenteuil,O
Sentence: 290,Hugo,O
,reside,O
,sur,O
,Pau,O
Sentence: 291,Hugo,O
,reside,O
,sur,O
,Auch,O
Sentence: 292,Hugo,O
,reside,O
,sur,O
,Tokyo,O
Sentence: 293,Hugo,O
,reside,O
,sur,O
,Yerres,O
Sentence: 294,Hugo,O
,reside,O
,sur,O
,Châteauroux,O
Sentence: 295,Hugo,O
,reside,O
,sur,O
,Autun,O
Sentence: 296,Hugo,O
,reside,O
,sur,O
,Issy-les-Moulineaux,O
Sentence: 297,Hugo,O
,reside,O
,sur,O
,Montpellier,O
Sentence: 298,Hugo,O
,reside,O
,sur,O
,Bayonne,O
Sentence: 299,Hugo,O
,reside,O
,sur,O
,Angers,O
Sentence: 300,Emmene,O
,moi,O
,a,O
,Angoulême,B-geoE
,depuis,O
,Oslo,B-geoS
Sentence: 301,Emmene,O
,moi,O
,a,O
,Singapour,B-geoE
,depuis,O
,Aubervilliers,B-geoS
Sentence: 302,Emmene,O
,moi,O
,a,O
,Rouen,B-geoE
,depuis,O
,Issy-les-Moulineaux,B-geoS
Sentence: 303,Emmene,O
,moi,O
,a,O
,Dunkerque,B-geoE
,depuis,O
,Charleville-Mézières,B-geoS
Sentence: 304,Emmene,O
,moi,O
,a,O
,Perpignan,B-geoE
,depuis,O
,Mérignac,B-geoS
Sentence: 305,Emmene,O
,moi,O
,a,O
,Brest,B-geoE
,depuis,O
,Toronto,B-geoS
Sentence: 306,Emmene,O
,moi,O
,a,O
,Aulnay-sous-Bois,B-geoE
,depuis,O
,Saint-Denis,B-geoS
Sentence: 307,Emmene,O
,moi,O
,a,O
,Angers,B-geoE
,depuis,O
,Asnières-sur-Seine,B-geoS
Sentence: 308,Emmene,O
,moi,O
,a,O
,Béthune,B-geoE
,depuis,O
,Nantes,B-geoS
Sentence: 309,Emmene,O
,moi,O
,a,O
,Singapour,B-geoE
,depuis,O
,Tokyo,B-geoS
Sentence: 310,Emmene,O
,moi,O
,a,O
,Champigny-sur-Marne,B-geoE
,depuis,O
,Nice,B-geoS
Sentence: 311,Emmene,O
,moi,O
,a,O
,Alfortville,B-geoE
,depuis,O
,Dublin,B-geoS
Sentence: 312,Emmene,O
,moi,O
,a,O
,Dijon,B-geoE
,depuis,O
,Tournefeuille,B-geoS
Sentence: 313,Emmene,O
,moi,O
,a,O
,Ales,B-geoE
,depuis,O
,Blois,B-geoS
Sentence: 314,Emmene,O
,moi,O
,a,O
,Rambouillet,B-geoE
,depuis,O
,Lorient,B-geoS
Sentence: 315,Emmene,O
,moi,O
,a,O
,Pau,B-geoE
,depuis,O
,Londres,B-geoS
Sentence: 316,Emmene,O
,moi,O
,a,O
,Argenteuil,B-geoE
,depuis,O
,Ibiza,B-geoS
Sentence: 317,Emmene,O
,moi,O
,a,O
,Champigny-sur-Marne,B-geoE
,depuis,O
,Bagneux,B-geoS
Sentence: 318,Emmene,O
,moi,O
,a,O
,Aulnay-sous-Bois,B-geoE
,depuis,O
,Clermont-Ferrand,B-geoS
Sentence: 319,Emmene,O
,moi,O
,a,O
,Villeneuve-d'Ascq,B-geoE
,depuis,O
,Caen,B-geoS
Sentence: 320,Emmene,O
,moi,O
,a,O
,Blois,B-geoE
,depuis,O
,Bordeaux,B-geoS
Sentence: 321,Emmene,O
,moi,O
,a,O
,Rome,B-geoE
,depuis,O
,Istanbul,B-geoS
Sentence: 322,Emmene,O
,moi,O
,a,O
,Villeneuve-Saint-Georges,B-geoE
,depuis,O
,Albi,B-geoS
Sentence: 323,Emmene,O
,moi,O
,a,O
,Bondy,B-geoE
,depuis,O
,Wuhan,B-geoS
Sentence: 324,Emmene,O
,moi,O
,a,O
,Rambouillet,B-geoE
,depuis,O
,Valence,B-geoS
Sentence: 325,Emmene,O
,moi,O
,a,O
,Tournefeuille,B-geoE
,depuis,O
,Albi,B-geoS
Sentence: 326,Emmene,O
,moi,O
,a,O
,Troyes,B-geoE
,depuis,O
,Argenteuil,B-geoS
Sentence: 327,Emmene,O
,moi,O
,a,O
,Lille,B-geoE
,depuis,O
,Antibes,B-geoS
Sentence: 328,Emmene,O
,moi,O
,a,O
,Aulnay-sous-Bois,B-geoE
,depuis,O
,Valence,B-geoS
Sentence: 329,Emmene,O
,moi,O
,a,O
,Besançon,B-geoE
,depuis,O
,Arles,B-geoS
Sentence: 330,Emmene,O
,moi,O
,a,O
,Amsterdam,B-geoE
,depuis,O
,Arras,B-geoS
Sentence: 331,Emmene,O
,moi,O
,a,O
,Tokyo,B-geoE
,depuis,O
